BIO,PHASEANGLE
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
376.8800049,595.2969971
527.3410034,438.9649963
596.7550049,200.5119934
526.4689941,369.4349976
633.5089722,741.9320068
653.0050049,615.78302
569.8670044,317.5650024
563.5180054,382.5599976
636.9130249,751.7059937
668.4790039,670.3380127
264.4400024,345.6690063
609.7310181,630.7960205
516.3560181,445.3880005
619.2819824,201.5910034
774.2020264,653.7109985
586.901001,243.8410034
386.6679993,486.1860046
556.3660278,700.7249756
710.7000122,301.2030029
366.07901,592.0999756
581.6149902,279.3510132
717.2880249,461.1929932
373.053009,516.302002
521.8439941,582.3959961
567.1970215,315.4219971
769.4169922,394.4580078
292.2139893,589.9030151
229.8569946,215.1009979
697.9210205,415.0859985
331.3519897,618.0949707
727.8060303,527.8540039
377.822998,371.8840027
359.7780151,675.0380249
747.3850098,541.5040283
515.2529907,689.0999756
575.3099976,622.9619751
688.2000122,317.822998
331.4909973,373.5180054
403.6929932,530.3790283
523.1090088,575.2399902
704.6500244,630.2449951
778.0869751,462.3120117
741.8129883,620.460022
759.367981,329.8710022
328.4760132,237.5059967
422.07901,599.6060181
571.348999,226.8399963
250.7250061,722.9470215
447.6889954,408.6610107
535.9749756,783.4650269
350.1870117,774.5579834
423.4689941,670.2670288
430.7120056,366.3380127
652.177002,351.2479858
516.3909912,696.1220093
481.9549866,287.9030151
773.7340088,201.4960022
767.0709839,318.9110107
312.5390015,251.6130066
662.585022,296.7539978
713.1030273,493.2919922
441.0299988,200.2619934
628.6500244,709.3729858
536.5,377.8179932
409.9410095,438.197998
383.1109924,677.9799805
681.3400269,222.4669952
351.1000061,699.4890137
370.7390137,379.2290039
345.0509949,272.3680115
289.9179993,413.0390015
628.5560303,546.7119751
588.4780273,451.6109924
332.1789856,296.1109924
332.105011,568.3430176
337.355011,239.6130066
712.117981,489.2479858
465.7839966,690.2390137
401.5830078,236.1349945
450.5650024,363.8800049
493.2579956,566.2310181
525.9229736,711.2529907
567.4060059,281.105011
286.1560059,632.1170044
482.6849976,684.9790039
231.5039978,254.973999
652.559021,663.3439941
571.1270142,740.3280029
298.355011,490.3330078
205.2369995,642.177002
653.8410034,274.2120056
606.5969849,446.0409851
444.1080017,419.4899902
257.5979919,539.6290283
417.7569885,588.3950195
408.9559937,492.026001
242.3829956,374.3359985
364.1740112,676.9530029
764.0319824,271.9809875
555.2399902,410.6220093
457.7219849,287.9970093
398.5960083,619.0109863
269.5369873,576.309021
679.7540283,357.0620117
576.6300049,332.7460022
698.9420166,626.5390015
639.9260254,690.3220215
397.3840027,426.8410034
410.2709961,369.848999
485.6700134,422.2470093
263.3330078,331.8720093
553.3070068,532.3950195
262.868988,241.6439972
347.6159973,792.6209717
550.375,660.6350098
399.0140076,354.8110046
776.9329834,290.7619934
792.4530029,363.7900085
278.5950012,680.8129883
332.355011,799.5579834
567.9290161,265.7909851
618.7410278,253.1139984
427.756012,655.9119873
362.2640076,531.8800049
416.973999,304.3299866
675.710022,601.914978
377.5580139,741.1959839
538.6300049,229.3820038
437.9819946,327.3429871
531.2700195,652.0549927
351.1109924,477.019989
305.2869873,262.5960083
434.5700073,431.355011
271.552002,721.3109741
614.8770142,670.3950195
473.3389893,510.552002
483.9060059,435.6669922
433.7619934,271.6140137
615.53302,380.0029907
592.2880249,290.5939941
668.6820068,751.2880249
590.9169922,236.4850006
512.2650146,424.9859924
290.256012,414.67099
580.2390137,222.4980011
476.0769958,457.3999939
644.4299927,509.9360046
396.1340027,543.8779907
629.7290039,600.4459839
457.8840027,587.4639893
444.0249939,359.45401
456.8009949,516.2529907
342.3259888,625.4169922
394.1600037,668.8850098
336.9859924,327.5920105
517.3129883,760.6669922
437.9039917,784.4569702
237.8289948,650.75
309.5270081,422.526001
671.315979,796.1719971
238.6629944,718.6409912
773.6820068,453.427002
446.3890076,472.2709961
477.9729919,704.7189941
210.5789948,512.0300293
261.1560059,519.0050049
367.8150024,316.6119995
404.5119934,413.7510071
341.7179871,228.7220001
512.1810303,618.0599976
455.6740112,276.8439941
638.5050049,695.0230103
430.5769958,727.7620239
391.0950012,628.690979
655.2750244,760.4650269
465.4859924,647.1820068
629.8859863,350.0589905
751.1079712,325.2279968
660.4099731,283.4630127
784.0079956,528.0770264
406.9230042,216.0149994
695.65802,766.2739868
589.882019,388.3580017
455.7590027,543.6129761
793.0930176,464.8739929
781.9680176,503.1950073
262.4190063,549.4119873
338.1530151,595.5349731
239.0740051,224.0650024
758.8629761,594.9000244
602.8339844,456.1990051
395.098999,728.9589844
735.4760132,777.5800171
439.5230103,279.04599
216.5970001,449.5450134
508.1409912,604.4279785
450.9119873,217.4889984
427.8919983,633.7219849
286.4429932,550.9860229
375.2279968,637.757019
597.6929932,573.3690186
357.696991,580.7689819
268.8590088,305.7229919
231.7769928,721.2559814
296.2810059,334.7529907
666.1129761,409.8250122
339.4750061,601.6259766
581.2810059,262.8980103
248.5140076,597.0020142
473.4979858,346.2460022
436.8590088,453.3529968
286.9869995,684.5910034
547.632019,798.9310303
681.3189697,786.71698
521.2269897,332.7669983
452.2879944,506.1359863
282.8869934,206.5670013
775.8939819,267.5379944
201.9100037,355.8659973
358.2260132,216.4700012
745.1699829,611.1900024
698.8010254,415.5880127
447.1369934,606.7990112
789.6019897,429.8680115
657.789978,253.352005
768.9719849,609.901001
587.4190063,328.2369995
341.2720032,389.7919922
691.9580078,590.7000122
256.1019897,658.6359863
279.5700073,497.9110107
344.4020081,598.6259766
685.5479736,470.7789917
744.276001,568.2050171
586.9210205,738.6279907
489.7430115,291.9670105
731.1519775,393.9769897
224.1360016,734.1149902
459.3569946,584.5670166
536.632019,415.4819946
796.5180054,657.2579956
633.3070068,538.1630249
503.1440125,459.2510071
795.4539795,488.1300049
203.1670074,492.6409912
349.0130005,296.6659851
607.0780029,618.7479858
573.3909912,361.9330139
604.776001,534.7410278
610.6149902,486.0549927
666.3330078,781.7810059
747.8519897,363.6950073
759.8309937,735.3900146
624.9400024,269.2929993
271.0180054,237.9210052
272.3479919,371.1499939
371.2909851,627.848999
754.6019897,594.0109863
763.15802,262.0809937
405.8930054,312.9299927
770.5280151,688.9760132
342.8479919,674.447998
487.7229919,474.9710083
540.4910278,587.6339722
512.6920166,301.6799927
448.5979919,779.0430298
554.5910034,728.2319946
767.7059937,385.7470093
441.1960144,302.3089905
542.132019,656.026001
614.8829956,528.5889893
442.072998,332.4500122
533.3779907,579.5819702
604.6619873,739.3400269
646.4349976,208.6239929
446.3940125,581.3839722
623.0510254,557.0349731
310.1400146,553.0830078
239.1699982,288.4920044
466.7260132,632.4069824
572.7659912,696.4459839
776.815979,721.960022
651.6019897,233.6549988
530.0830078,436.8919983
768.9879761,440.973999
600.3859863,248.9089966
208.5090027,214.5130005
527.1519775,541.1959839
217.0850067,508.5509949
386.625,413.1180115
747.3270264,767.5380249
471.7820129,530.0549927
371.2820129,273.1099854
528.9849854,623.8170166
742.5819702,327.5799866
545.7910156,225.25
573.4099731,421.3580017
780.2789917,759.0570068
641.3670044,756.335022
574.4899902,675.2730103
759.6450195,240.4190063
636.7520142,626.9359741
554.7399902,284.053009
241.1660004,689.6019897
380.571991,656.8060303
272.9219971,657.4790039
649.2600098,625.8720093
778.5209961,697.0700073
314.3680115,632.1430054
286.5700073,650.8049927
640.9500122,558.007019
479.4400024,773.9589844
666.0960083,646.5679932
591.1229858,234.2630005
637.6190186,234.7920074
289.4330139,220.3789978
522.2639771,714.9769897
309.1910095,493.7250061
785.7709961,219.1269989
555.2059937,206.0070038
521.8660278,577.6849976
384.2330017,243.7120056
537.3540039,751.9790039
264.1369934,472.6409912
380.2430115,525.7039795
407.8930054,382.3859863
736.1339722,695.8930054
731.9619751,364.5069885
524.6989746,526.9160156
773.0839844,745.6790161
679.6019897,248.3200073
500.3940125,280.3559875
298.4330139,205.5870056
211.8439941,470.7049866
740.5380249,673.7160034
347.9869995,787.3770142
749.914978,632.7969971
795.802002,531.559021
513.9320068,487.8760071
742.7340088,384.1719971
705.5469971,265.5419922
409.3439941,470.9169922
487.6459961,451.6830139
346.8200073,438.4779968
794.1030273,709.0159912
372.8439941,227.3890076
228.4380035,352.6480103
313.1919861,333.5209961
569.7440186,318.7940063
231.2850037,794.6459961
711.0219727,287.1220093
431.1090088,493.1700134
409.6440125,221.5529938
620.9760132,422.3169861
707.8060303,222.5189972
696.5709839,208.5700073
565.539978,533.322998
332.2919922,364.8789978
766.8070068,366.4760132
629.3560181,319.1170044
695.3259888,348.0079956
308.696991,362.8819885
724.8809814,396.6919861
558.9119873,212.3869934
213.4400024,500.019989
770.0109863,267.1700134
670.4689941,771.1209717
690.0830078,345.2070007
790.0869751,245.7599945
541.3690186,552.4819946
329.3389893,296.6300049
655.5089722,573.2910156
766.8649902,230.5930023
630.7839966,248.2129974
520.2769775,556.0780029
601.052002,308.1180115
505.2680054,726.7230225
693.1879883,325.5270081
387.3869934,741.6729736
625.3560181,350.2860107
211.3880005,578.5469971
282.0929871,376.8800049
612.6380005,675.0050049
249.9320068,431.9710083
766.1220093,683.0800171
620.3790283,325.394989
454.4639893,661.7819824
623.7130127,724.0449829
334.3479919,320.5769958
482.6220093,507.8049927
272.8129883,604.5360107
320.8169861,343.026001
780.8850098,349.9079895
752.2800293,596.8959961
599.8720093,335.2229919
290.6270142,606.9959717
323.7829895,644.3010254
599.8729858,680.1989746
243.1380005,627.25
435.4769897,770.0839844
327.5830078,250.8560028
331.7130127,388.6900024
370.2720032,295.321991
244.1419983,316.6950073
211.0050049,361.4379883
514.0599976,776.2050171
251.2019958,368.1080017
245.5299988,364.8460083
284.3989868,328.5100098
723.625,570.1829834
511.5280151,440.8359985
322.321991,725.8330078
562.052002,653.3140259
368.4700012,485.1940002
518.5280151,507.178009
617.1560059,307.1289978
522.6450195,450.5050049
629.9920044,308.5580139
524.0819702,550.3579712
574.5839844,588.6519775
664.40802,444.4039917
775.4869995,370.3619995
630.367981,662.5159912
745.7249756,569.0280151
422.7179871,612.5490112
620.9089966,415.223999
646.7630005,361.2619934
338.5880127,680.1500244
242.3190002,286.8569946
683.6069946,552.257019
743.5750122,371.118988
678.7990112,644.3300171
769.3579712,454.7359924
797.1959839,467.4140015
529.2520142,340.9200134
371.4060059,664.4199829
228.9060059,269.8190002
482.6270142,390.9150085
372.1359863,546.6879883
276.6570129,351.7149963
300.2860107,683.315979
564.7080078,561.7150269
462.3250122,636.2410278
347.7609863,512.6430054
606.7449951,572.4119873
559.914978,553.5650024
626.151001,713.9810181
467.4419861,317.5039978
300.1910095,555.4619751
753.40802,773.2969971
747.5020142,603.3070068
377.7770081,743.0540161
620.2520142,511.0559998
363.6090088,431.3269958
436.9760132,483.2430115
760.0939941,382.1929932
366.7409973,678.3319702
544.8579712,402.5169983
644.1599731,648.677002
682.9609985,347.6220093
460.5140076,774.7940063
639.3590088,512.072998
490.9729919,766.0269775
281.3340149,630.4650269
227.7480011,667.9630127
771.072998,428.2279968
236.8569946,780.7659912
552.2130127,337.9590149
491.6239929,362.4339905
614.5079956,466.6289978
207.072998,243.5809937
592.8599854,373.1820068
578.9569702,467.4769897
567.3120117,354.9970093
479.6099854,562.9260254
736.1760254,410.20401
682.5510254,651.3540039
622.1270142,698.3209839
540.3400269,377.0119934
421.0910034,248.5209961
601.1719971,381.8099976
632.1199951,738.6890259
205.5839996,232.0690002
570.5679932,572.4110107
760.9719849,552.6370239
205.7100067,452.8599854
528.151001,661.0529785
672.335022,755.7630005
520.8839722,625.1040039
580.8729858,325.9389954
604.8709717,499.04599
571.4060059,566.4229736
382.1340027,452.7600098
738.9450073,768.4110107
434.4259949,249.8880005
763.8179932,353.9060059
236.4429932,260.348999
467.9849854,786.934021
481.5870056,287.7309875
411.2269897,206.5299988
477.6369934,237.7319946
742.0540161,557.3969727
520.4019775,281.2879944
376.3280029,780.6110229
593.4370117,660.1870117
795.84198,617.0209961
685.492981,603.1060181
379.67099,339.8059998
421.868988,542.4630127
765.9680176,248.4170074
359.0939941,592.447998
744.9489746,343.9460144
397.552002,704.3759766
696.7579956,667.4959717
620.6430054,249.9100037
346.6579895,432.5119934
787.6970215,409.7340088
389.3919983,507.6199951
261.0480042,326.1499939
559.3200073,711.6350098
298.5589905,308.5830078
527.9890137,669.0189819
781.5319824,577.6760254
631.8339844,708.5789795
464.9259949,487.5050049
593.0469971,394.0840149
674.5900269,661.4260254
700.4489746,366.7380066
369.3080139,432.1210022
209.3009949,666.7910156
260.0379944,450.4779968
502.3410034,223.9900055
695.7009888,760.1560059
717.7969971,782.9569702
546.3740234,458.0490112
714.5150146,359.29599
282.1210022,450.2049866
466.0549927,723.3989868
678.9730225,699.2490234
636.4780273,352.2170105
445.0029907,429.4549866
784.4990234,292.1470032
735.6350098,606.9890137
757.8480225,527.5819702
582.4559937,795.5130005
367.6000061,561.9699707
347.8909912,480.3840027
626.3610229,794.7940063
476.6870117,440.8139954
542.257019,747.184021
725.5289917,761.0209961
502.4890137,326.5339966
242.5789948,204.5870056
727.0300293,325.0620117
650.1760254,534.7620239
452.8320007,500.7980042
603.0059814,371.0939941
779.4840088,698.5910034
664.6849976,691.1439819
617.2089844,262.7210083
274.75,684.5209961
337.8680115,765.7340088
636.9199829,729.8709717
252.878006,594.7999878
507.6830139,779.4910278
329.8340149,557.2940063
534.9379883,202.875
281.9299927,768.7960205
456.5960083,753.0759888
795.8010254,519.8469849
397.1319885,388.3200073
410.7030029,439.7369995
790.1959839,629.8889771
372.9649963,355.3129883
539.4459839,673.4310303
667.3040161,525.302002
621.2000122,500.6679993
671.8040161,775.5930176
640.0390015,639.1480103
356.8599854,746.7059937
773.2440186,312.677002
581.6190186,641.9000244
551.5180054,685.9940186
693.2479858,649.1929932
307.8800049,241.4290009
506.8320007,646.9869995
571.1140137,436.7260132
322.5780029,704.8339844
797.3540039,518.2189941
791.7369995,361.0379944
449.1619873,450.9559937
239.9810028,757.1710205
520.8469849,505.4830017
432.0100098,239.2859955
478.5539856,382.5270081
425.6329956,451.8250122
643.8029785,355.4630127
578.2459717,417.5849915
257.4649963,330.7820129
754.6929932,601.6450195
219.8910065,437.5849915
568.4949951,482.1900024
339.5180054,793.4240112
387.6629944,761.5599976
368.4079895,608.7199707
611.5800171,525.3900146
339.5620117,213.7059937
274.4719849,328.3770142
754.2620239,772.2369995
715.809021,335.1459961
510.2690125,724.4429932
605.934021,740.6160278
701.8560181,526.8389893
327.8710022,566.6560059
271.6099854,426.3900146
730.1099854,731.0100098
696.0020142,209.3999939
326.3039856,272.5679932
609.539978,656.6500244
656.2340088,630.3950195
424.5409851,246.1260071
733.4910278,687.7449951
305.2579956,226.0399933
716.9110107,234.7980042
418.0320129,342.1940002
300.1059875,207.2059937
701.4089966,618.3850098
649.6350098,315.5140076
785.1090088,785.5709839
628.4439697,282.8869934
205.2389984,712.8980103
341.9530029,453.2369995
798.4349976,308.756012
366.5499878,288.0360107
436.322998,525.1929932
344.6669922,410.7550049
708.7639771,207.246994
576.6019897,602.9169922
647.3220215,468.9259949
665.401001,305.9129944
292.6119995,359.4689941
750.3209839,331.2510071
639.2249756,552.9829712
491.4920044,459.32901
679.6599731,453.7609863
540.7319946,291.1749878
695.9829712,627.7960205
752.2180176,559.2459717
430.6059875,584.4520264
384.6929932,228.2850037
585.7130127,787.9569702
424.5409851,589.8109741
445.0429993,503.0180054
608.867981,244.6670074
365.8160095,219.1730042
771.1610107,461.8150024
208.8359985,635.5869751
460.8299866,584.8029785
288.9979858,695.3129883
255.746994,274.9620056
660.809021,263.7789917
441.7739868,592.815979
763.0180054,712.0800171
758.2000122,533.5289917
375.2470093,620.382019
560.2890015,241.4960022
294.946991,304.822998
265.7210083,535.3870239
216.1860046,679.1539917
301.7349854,748.1829834
505.0270081,275.7749939
260.6149902,295.8330078
417.302002,501.7869873
521.9959717,454.8399963
256.5570068,625.3939819
599.5650024,617.8950195
504.4089966,280.0100098
318.2090149,714.6599731
473.0220032,711.375
549.9119873,795.677002
558.4039917,714.8170166
558.7550049,633.5510254
742.8649902,655.0490112
314.8529968,386.8320007
350.7950134,245.3439941
459.5109863,606.1589966
605.5180054,214.9069977
268.2739868,403.3299866
218.4620056,576.4769897
738.8660278,299.7810059
542.9650269,356.0559998
786.7869873,301.1210022
612.3610229,348.1619873
537.9210205,362.9309998
519.2080078,618.4290161
253.8269958,409.8210144
413.2000122,745.3729858
264.4119873,587.3060303
324.743988,761.3220215
521.0380249,448.4830017
640,386.8510132
221.9660034,578.5020142
727.5689697,373.8890076
401.006012,672.8800049
246.2740021,421.2279968
542.7490234,288.4519958
583.8930054,638.0339966
292.0050049,445.381012
589.4379883,280.9549866
655.7479858,772.9819946
313.5780029,234.5220032
789.1060181,307.2290039
407.8080139,214.326004
682.7089844,503.5289917
537.8829956,309.6589966
603.2559814,363.696991
602.6229858,503.9450073
330.1130066,546.7800293
650.3400269,305.3989868
471.8859863,393.6719971
240.6629944,499.8559875
572.3460083,252.0140076
650.9550171,740.4400024
452.8089905,767.0999756
726.0369873,643.6119995
635.8400269,732.8280029
699.2310181,675.8790283
478.8370056,621.3909912
368.6279907,777.4019775
359.7739868,666.7340088
244.5110016,432.8389893
342.4169922,672.5079956
458.2659912,518.6660156
284.1759949,244.6159973
764.3569946,598.3590088
347.4339905,702.75
497.6789856,799.1810303
278.6990051,716.0219727
524.3800049,528.6740112
751.7119751,791.8319702
537.4370117,526.4639893
512.7130127,449.6809998
563.0939941,600.6350098
723.0029907,642.2030029
326.8309937,529.190979
666.8930054,731.0999756
279.0490112,660.8790283
205.0540009,616.7609863
749.8029785,331.4719849
579.2420044,606.4849854
661.1729736,506.1289978
545.5529785,208.1600037
314.9549866,606.2360229
587.5269775,203.5
731.6929932,659.8759766
775.6690063,640.6959839
587.1099854,754.6740112
473.7770081,701.2030029
799.8140259,486.4599915
551.1560059,527.9940186
265.9190063,747.1279907
287.8099976,244.1239929
742.3549805,646.7880249
395.4559937,416.7539978
348.2609863,298.1279907
219.1419983,386.8179932
233.2189941,488.4849854
419.7739868,796.9769897
513.9829712,627.4310303
474.1669922,345.0320129
305.8330078,539.4130249
590.0720215,427.8609924
769.9719849,775.9290161
219.6289978,309.2969971
627.197998,560.414978
735.632019,728.4299927
544.382019,288.6669922
228.8919983,551.5300293
628.3969727,404.8269958
432.3900146,352.6080017
339.4909973,654.4990234
387.2460022,660.9390259
368.9440002,599.8670044
353.3349915,656.5880127
711.867981,660.1099854
344.6809998,474.8349915
593.1900024,251.9880066
718.5410156,483.2399902
388.7940063,456.4979858
512.3649902,345.1390076
776.0679932,611.427002
798.3540039,518.9000244
245.026001,712.5159912
624.1569824,470.2449951
438.3420105,499.348999
552.4390259,424.131012
678.4450073,438.5820007
729.0059814,487.7510071
794.1309814,524.6790161
397.5109863,693.5640259
533.4879761,746.5700073
399.743988,374.0069885
340.4450073,725.3430176
257.3710022,603.7369995
214.2810059,472.6440125
245.7290039,263.1300049
490.1199951,350.9460144
400.9429932,359.6879883
505.1130066,619.0839844
215.5269928,461.0180054
681.6489868,795.7509766
280.4089966,775.5859985
520.3270264,210.0740051
346,754.7919922
714.7269897,758.2069702
729.3239746,613.6160278
238.5249939,241.4869995
264.7489929,426.2999878
370.5469971,416.9960022
328.1749878,340.8420105
228.9539948,286.1690063
643.3939819,734.6560059
771.6550293,277.0289917
585.059021,711.697998
636.5900269,644.4310303
527.6569824,316.1260071
521.5670166,253.1230011
703.1309814,417.8640137
334.2330017,333.2550049
236.345993,623.1229858
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
